,Hero_1,Hero_2,Hero_3,Hero_4,Hero_5,Hero_6
10587,junkrat,mccree,mercy,zenyatta,dva,winston
10588,mccree,ana,lucio,dva,reinhardt,zarya
10589,mei,genji,tracer,ana,dva,winston
10590,widowmaker,tracer,lucio,zenyatta,dva,winston
10591,mei,reaper,ana,lucio,dva,reinhardt
10592,pharah,tracer,lucio,zenyatta,dva,winston
10593,widowmaker,tracer,mercy,zenyatta,dva,winston
10594,pharah,soldier76,ana,mercy,dva,winston
10595,soldier76,tracer,lucio,zenyatta,dva,winston
10596,pharah,tracer,ana,lucio,winston,zarya
10597,sombra,lucio,zenyatta,dva,reinhardt,roadhog
10598,genji,sombra,tracer,lucio,zenyatta,reinhardt
10599,genji,tracer,ana,lucio,dva,winston
10600,widowmaker,genji,mercy,zenyatta,dva,winston
10601,widowmaker,genji,sombra,lucio,zenyatta,winston
10602,mccree,tracer,ana,lucio,dva,reinhardt
10603,mei,mccree,lucio,zenyatta,reinhardt,zarya
10604,mccree,reaper,tracer,ana,lucio,winston
10605,ana,lucio,dva,reinhardt,roadhog,zarya
10606,soldier76,ana,lucio,dva,reinhardt,roadhog
10607,mei,soldier76,ana,lucio,reinhardt,zarya
10608,genji,soldier76,sombra,tracer,lucio,winston
10609,mei,mccree,reaper,ana,lucio,reinhardt
10610,soldier76,ana,symmetra,dva,reinhardt,roadhog
10611,widowmaker,tracer,mercy,zenyatta,dva,winston
10612,tracer,ana,lucio,reinhardt,roadhog,zarya
10613,mccree,ana,lucio,dva,reinhardt,zarya
10614,junkrat,mccree,ana,symmetra,reinhardt,roadhog
10615,mccree,tracer,lucio,zenyatta,dva,winston
10616,reaper,ana,lucio,dva,reinhardt,roadhog
10617,reaper,mercy,zenyatta,dva,roadhog,winston
10618,widowmaker,genji,ana,lucio,dva,winston
10619,soldier76,tracer,ana,lucio,dva,winston
10620,soldier76,tracer,lucio,zenyatta,dva,winston
10621,mei,ana,lucio,reinhardt,winston,zarya
10622,genji,sombra,tracer,lucio,dva,winston
10623,tracer,ana,lucio,dva,reinhardt,roadhog
10624,ana,lucio,dva,reinhardt,roadhog,zarya
10625,soldier76,ana,lucio,reinhardt,roadhog,zarya
10626,genji,sombra,tracer,lucio,zenyatta,winston
10627,mccree,tracer,ana,lucio,reinhardt,zarya
10628,mccree,tracer,mercy,zenyatta,reinhardt,winston
10629,mccree,sombra,ana,lucio,reinhardt,zarya
10630,genji,sombra,tracer,lucio,dva,winston
10631,soldier76,tracer,ana,zenyatta,dva,winston
10632,soldier76,tracer,ana,lucio,reinhardt,zarya
10633,genji,soldier76,lucio,zenyatta,dva,winston
10634,mei,tracer,ana,lucio,dva,reinhardt
10635,mei,sombra,tracer,lucio,dva,winston
10636,genji,tracer,lucio,zenyatta,dva,winston
10637,genji,pharah,tracer,lucio,mercy,dva
10638,soldier76,sombra,ana,lucio,dva,reinhardt
10639,junkrat,doomfist,mercy,zenyatta,dva,winston
10640,soldier76,mercy,zenyatta,dva,reinhardt,zarya
10641,mccree,mccree,reaper,ana,reinhardt,winston
10642,genji,mccree,tracer,lucio,zenyatta,reinhardt
10643,reaper,sombra,tracer,lucio,dva,winston
10644,pharah,tracer,lucio,mercy,dva,winston
10645,tracer,ana,lucio,dva,reinhardt,zarya
10646,reaper,tracer,lucio,zenyatta,winston,zarya
10647,junkrat,tracer,lucio,zenyatta,orisa,roadhog
10648,mei,reaper,ana,lucio,reinhardt,zarya
10649,mei,genji,ana,lucio,dva,winston
10650,genji,pharah,ana,lucio,winston,zarya
10651,mccree,tracer,lucio,zenyatta,dva,winston
10652,soldier76,tracer,ana,lucio,dva,winston
10653,widowmaker,tracer,lucio,mercy,dva,winston
10654,doomfist,soldier76,sombra,ana,dva,winston
10655,reaper,tracer,lucio,zenyatta,winston,zarya
10656,soldier76,tracer,ana,lucio,dva,winston
10657,soldier76,tracer,lucio,zenyatta,dva,winston
10658,widowmaker,genji,ana,reinhardt,roadhog,zarya
10659,genji,tracer,lucio,zenyatta,dva,winston
10660,genji,ana,lucio,roadhog,winston,zarya
10661,genji,soldier76,lucio,zenyatta,dva,winston
10662,mei,tracer,ana,lucio,roadhog,winston
10663,mccree,tracer,ana,lucio,dva,winston
10664,tracer,ana,lucio,dva,roadhog,winston
10665,genji,soldier76,tracer,ana,lucio,winston
10666,reaper,tracer,ana,lucio,roadhog,zarya
10667,genji,tracer,ana,lucio,reinhardt,zarya
10668,soldier76,ana,lucio,reinhardt,roadhog,zarya
10669,genji,tracer,mercy,zenyatta,dva,winston
10670,soldier76,tracer,mercy,zenyatta,dva,winston
10671,genji,ana,lucio,dva,reinhardt,zarya
10672,genji,tracer,lucio,zenyatta,dva,winston
10673,mccree,pharah,mercy,zenyatta,dva,orisa
10674,soldier76,sombra,ana,lucio,dva,winston
10675,genji,tracer,lucio,zenyatta,roadhog,winston
10676,soldier76,tracer,ana,lucio,winston,zarya
10677,hanzo,soldier76,lucio,zenyatta,dva,winston
10678,pharah,sombra,tracer,zenyatta,winston,zarya
10679,widowmaker,soldier76,tracer,lucio,dva,winston
10680,reaper,tracer,ana,lucio,reinhardt,roadhog
10681,soldier76,tracer,ana,lucio,dva,winston
10682,doomfist,pharah,lucio,mercy,dva,winston
10683,doomfist,mccree,mercy,zenyatta,dva,winston
10684,soldier76,ana,lucio,dva,reinhardt,roadhog
10685,reaper,tracer,mercy,zenyatta,dva,roadhog
10686,junkrat,widowmaker,mercy,zenyatta,dva,winston
10687,mei,tracer,ana,lucio,dva,reinhardt
10688,genji,tracer,ana,lucio,dva,reinhardt
10689,soldier76,tracer,lucio,zenyatta,dva,reinhardt
10690,torbjorn,soldier76,ana,dva,reinhardt,zarya
10691,genji,soldier76,ana,lucio,dva,reinhardt
10692,sombra,tracer,lucio,orisa,roadhog,winston
10693,widowmaker,mccree,ana,lucio,reinhardt,zarya
10694,genji,soldier76,tracer,lucio,zenyatta,winston
10695,doomfist,reaper,lucio,zenyatta,dva,winston
10696,genji,ana,lucio,dva,reinhardt,zarya
10697,soldier76,tracer,lucio,zenyatta,dva,winston
10698,genji,soldier76,tracer,lucio,zenyatta,winston
10699,soldier76,tracer,lucio,zenyatta,dva,winston
10700,doomfist,tracer,ana,lucio,dva,reinhardt
10701,genji,tracer,ana,lucio,dva,reinhardt
10702,genji,soldier76,tracer,lucio,zenyatta,winston
10703,mei,reaper,sombra,lucio,dva,winston
10704,tracer,lucio,zenyatta,reinhardt,roadhog,zarya
10705,mccree,tracer,lucio,zenyatta,dva,winston
10706,doomfist,mccree,ana,lucio,dva,winston
10707,mei,tracer,ana,lucio,dva,reinhardt
10708,mei,mccree,ana,lucio,reinhardt,zarya
10709,tracer,ana,lucio,dva,reinhardt,zarya
10710,genji,tracer,lucio,zenyatta,dva,winston
10711,doomfist,genji,tracer,lucio,zenyatta,dva
10712,soldier76,ana,lucio,reinhardt,roadhog,zarya
10713,tracer,mercy,zenyatta,dva,roadhog,winston
10714,widowmaker,genji,tracer,ana,lucio,winston
10715,mei,tracer,ana,zenyatta,winston,zarya
10716,soldier76,tracer,ana,mercy,dva,winston
10717,mccree,tracer,lucio,zenyatta,dva,winston
10718,soldier76,lucio,zenyatta,dva,reinhardt,roadhog
10719,bastion,hanzo,mercy,zenyatta,orisa,roadhog
10720,pharah,lucio,mercy,reinhardt,roadhog,zarya
10721,soldier76,ana,lucio,dva,reinhardt,roadhog
10722,widowmaker,sombra,tracer,lucio,dva,winston
10723,tracer,ana,lucio,reinhardt,roadhog,zarya
10724,sombra,tracer,lucio,zenyatta,dva,winston
10725,pharah,soldier76,ana,lucio,reinhardt,zarya
10726,tracer,ana,lucio,reinhardt,roadhog,zarya
10727,mccree,tracer,lucio,zenyatta,dva,reinhardt
10728,mccree,reaper,ana,lucio,dva,zarya
10729,mei,mccree,tracer,ana,lucio,reinhardt
10730,mei,sombra,tracer,ana,dva,winston
10731,soldier76,tracer,lucio,mercy,dva,reinhardt
10732,soldier76,tracer,lucio,zenyatta,dva,winston
10733,genji,tracer,lucio,zenyatta,dva,winston
10734,genji,tracer,ana,lucio,dva,winston
10735,soldier76,sombra,tracer,lucio,dva,winston
10736,soldier76,tracer,lucio,zenyatta,dva,winston
10737,soldier76,tracer,lucio,zenyatta,dva,winston
10738,genji,tracer,lucio,zenyatta,winston,zarya
10739,bastion,hanzo,ana,lucio,reinhardt,roadhog
10740,bastion,soldier76,mercy,zenyatta,dva,roadhog
10741,soldier76,sombra,tracer,ana,dva,winston
10742,soldier76,sombra,sombra,sombra,lucio,zenyatta
10743,soldier76,tracer,ana,lucio,winston,zarya
10744,soldier76,tracer,ana,lucio,dva,winston
10745,genji,mccree,lucio,reinhardt,zarya,zarya
10746,soldier76,ana,lucio,reinhardt,roadhog,zarya
10747,doomfist,tracer,mercy,zenyatta,dva,winston
10748,soldier76,tracer,lucio,zenyatta,dva,winston
10749,genji,tracer,ana,lucio,dva,zarya
10750,pharah,tracer,ana,lucio,winston,zarya
10751,reaper,tracer,ana,lucio,reinhardt,zarya
10752,soldier76,tracer,lucio,zenyatta,dva,winston
10753,pharah,tracer,lucio,mercy,roadhog,winston
10754,genji,tracer,lucio,zenyatta,dva,winston
10755,soldier76,ana,lucio,dva,reinhardt,roadhog
10756,bastion,hanzo,widowmaker,mercy,orisa,roadhog
10757,genji,tracer,mercy,zenyatta,roadhog,winston
10758,widowmaker,genji,mercy,zenyatta,dva,winston
10759,genji,tracer,lucio,zenyatta,dva,winston
10760,soldier76,ana,lucio,dva,roadhog,winston
10761,genji,pharah,tracer,lucio,mercy,winston
10762,genji,soldier76,tracer,lucio,zenyatta,winston
10763,reaper,tracer,ana,lucio,reinhardt,roadhog
10764,widowmaker,genji,soldier76,lucio,dva,winston
10765,junkrat,mccree,mercy,zenyatta,orisa,roadhog
10766,genji,tracer,ana,lucio,dva,winston
10767,soldier76,sombra,lucio,zenyatta,dva,winston
10768,soldier76,tracer,ana,lucio,dva,reinhardt
10769,mei,tracer,ana,lucio,roadhog,winston
10770,torbjorn,genji,tracer,ana,dva,orisa
10771,junkrat,widowmaker,mercy,zenyatta,dva,winston
10772,hanzo,junkrat,widowmaker,lucio,reinhardt,zarya
10773,genji,soldier76,tracer,lucio,zenyatta,winston
10774,mei,sombra,ana,lucio,dva,winston
10775,mei,tracer,ana,lucio,reinhardt,roadhog
10776,mccree,ana,lucio,dva,reinhardt,zarya
10777,soldier76,tracer,ana,lucio,dva,winston
10778,genji,pharah,lucio,zenyatta,winston,zarya
10779,soldier76,tracer,lucio,zenyatta,dva,winston
10780,widowmaker,genji,ana,lucio,reinhardt,zarya
10781,widowmaker,tracer,mercy,zenyatta,dva,winston
10782,bastion,genji,ana,mercy,dva,reinhardt
10783,soldier76,tracer,lucio,zenyatta,dva,winston
10784,mei,reaper,ana,lucio,reinhardt,zarya
10785,genji,soldier76,tracer,lucio,zenyatta,winston
10786,genji,pharah,tracer,lucio,mercy,winston
10787,hanzo,widowmaker,tracer,mercy,zenyatta,winston
10788,genji,tracer,lucio,zenyatta,dva,winston
10789,genji,soldier76,tracer,ana,roadhog,winston
10790,tracer,ana,lucio,reinhardt,roadhog,zarya
10791,pharah,tracer,lucio,mercy,dva,winston
10792,mccree,tracer,ana,lucio,dva,winston
10793,mei,mccree,ana,lucio,dva,reinhardt
10794,soldier76,ana,lucio,reinhardt,roadhog,zarya
10795,soldier76,ana,lucio,dva,dva,roadhog
10796,soldier76,sombra,tracer,lucio,dva,winston
10797,mccree,sombra,tracer,ana,lucio,dva
10798,genji,tracer,ana,lucio,dva,reinhardt
10799,soldier76,tracer,lucio,zenyatta,dva,winston
10800,mei,tracer,ana,lucio,dva,winston
10801,torbjorn,soldier76,tracer,ana,dva,winston
10802,genji,tracer,ana,lucio,winston,zarya
10803,genji,tracer,lucio,zenyatta,dva,winston
10804,genji,sombra,tracer,lucio,dva,winston
10805,genji,soldier76,tracer,lucio,zenyatta,zarya
10806,torbjorn,soldier76,ana,lucio,reinhardt,winston
10807,soldier76,ana,lucio,dva,reinhardt,zarya
10808,doomfist,tracer,ana,zenyatta,dva,winston
10809,soldier76,tracer,lucio,zenyatta,dva,winston
10810,ana,lucio,dva,reinhardt,roadhog,zarya
10811,mccree,ana,lucio,reinhardt,roadhog,zarya
10812,bastion,widowmaker,mercy,zenyatta,dva,roadhog
10813,pharah,tracer,ana,lucio,dva,winston
10814,genji,sombra,tracer,lucio,dva,winston
10815,mccree,tracer,lucio,zenyatta,dva,winston
10816,genji,pharah,tracer,lucio,mercy,winston
10817,genji,sombra,tracer,lucio,dva,winston
10818,genji,tracer,lucio,zenyatta,reinhardt,zarya
10819,soldier76,tracer,lucio,zenyatta,dva,winston
10820,genji,tracer,ana,lucio,dva,reinhardt
10821,bastion,ana,lucio,dva,reinhardt,roadhog
10822,soldier76,ana,lucio,dva,reinhardt,roadhog
10823,widowmaker,genji,lucio,zenyatta,winston,zarya
10824,ana,lucio,dva,reinhardt,winston,zarya
10825,bastion,widowmaker,genji,tracer,mercy,orisa
10826,pharah,tracer,ana,lucio,dva,winston
10827,ana,lucio,dva,reinhardt,roadhog,zarya
10828,genji,tracer,lucio,zenyatta,dva,winston
10829,soldier76,tracer,mercy,zenyatta,dva,winston
10830,genji,pharah,ana,lucio,reinhardt,zarya
10831,widowmaker,tracer,mercy,zenyatta,dva,winston
10832,genji,soldier76,lucio,zenyatta,dva,winston
10833,genji,soldier76,tracer,lucio,winston,zarya
10834,pharah,tracer,lucio,zenyatta,dva,winston
10835,widowmaker,tracer,lucio,zenyatta,dva,winston
10836,soldier76,sombra,tracer,lucio,dva,winston
10837,genji,soldier76,tracer,lucio,zenyatta,winston
10838,pharah,soldier76,tracer,lucio,mercy,winston
10839,genji,tracer,ana,lucio,dva,winston
10840,genji,pharah,tracer,lucio,mercy,winston
10841,sombra,tracer,zenyatta,dva,winston,zarya
10842,mccree,ana,lucio,dva,reinhardt,roadhog
10843,soldier76,tracer,lucio,zenyatta,winston,zarya
10844,sombra,tracer,ana,lucio,dva,winston
10845,soldier76,tracer,lucio,zenyatta,dva,winston
10846,genji,tracer,ana,lucio,reinhardt,zarya
10847,tracer,ana,lucio,dva,reinhardt,roadhog
10848,mccree,ana,lucio,dva,reinhardt,winston
10849,genji,tracer,lucio,zenyatta,dva,reinhardt
10850,genji,sombra,tracer,ana,lucio,winston
10851,soldier76,tracer,lucio,zenyatta,dva,winston
10852,widowmaker,genji,mercy,zenyatta,dva,winston
10853,genji,tracer,lucio,zenyatta,dva,winston
10854,pharah,soldier76,tracer,ana,mercy,winston
10855,reaper,tracer,ana,lucio,winston,zarya
10856,pharah,soldier76,ana,lucio,reinhardt,zarya
10857,soldier76,tracer,lucio,zenyatta,dva,reinhardt
10858,mei,lucio,zenyatta,reinhardt,roadhog,zarya
10859,genji,tracer,lucio,zenyatta,reinhardt,zarya
10860,mccree,tracer,lucio,zenyatta,reinhardt,zarya
10861,genji,tracer,ana,lucio,dva,winston
10862,genji,tracer,lucio,mercy,dva,winston
10863,genji,ana,lucio,reinhardt,roadhog,zarya
10864,mei,widowmaker,genji,lucio,dva,winston
10865,genji,mccree,lucio,zenyatta,reinhardt,zarya
10866,reaper,soldier76,ana,lucio,reinhardt,zarya
10867,hanzo,widowmaker,pharah,mercy,zenyatta,dva
10868,mei,tracer,ana,dva,reinhardt,roadhog
10869,pharah,tracer,lucio,mercy,dva,winston
10870,sombra,tracer,ana,lucio,dva,reinhardt
10871,mccree,ana,lucio,reinhardt,roadhog,zarya
10872,genji,tracer,ana,lucio,reinhardt,zarya
10873,genji,tracer,lucio,zenyatta,winston,zarya
10874,mei,tracer,ana,lucio,reinhardt,zarya
10875,junkrat,widowmaker,mercy,zenyatta,orisa,roadhog
10876,genji,tracer,lucio,zenyatta,winston,zarya
10877,genji,tracer,ana,lucio,dva,winston
10878,soldier76,tracer,ana,lucio,roadhog,winston
10879,torbjorn,pharah,ana,lucio,symmetra,reinhardt
10880,widowmaker,tracer,mercy,zenyatta,dva,winston
10881,soldier76,tracer,lucio,zenyatta,dva,winston
10882,genji,soldier76,tracer,lucio,zenyatta,winston
10883,tracer,ana,lucio,dva,reinhardt,zarya
10884,genji,pharah,ana,lucio,dva,winston
10885,widowmaker,soldier76,mercy,zenyatta,dva,winston
10886,genji,pharah,lucio,mercy,dva,winston
10887,tracer,ana,lucio,reinhardt,roadhog,zarya
10888,doomfist,soldier76,tracer,lucio,dva,winston
10889,soldier76,ana,lucio,dva,reinhardt,zarya
10890,pharah,soldier76,ana,lucio,reinhardt,winston
10891,genji,tracer,lucio,zenyatta,dva,winston
10892,soldier76,lucio,zenyatta,dva,reinhardt,winston
10893,soldier76,tracer,ana,lucio,dva,winston
10894,genji,soldier76,tracer,lucio,zenyatta,dva
10895,mccree,tracer,lucio,zenyatta,reinhardt,roadhog
10896,torbjorn,genji,soldier76,ana,dva,winston
10897,pharah,tracer,ana,lucio,dva,winston
10898,genji,tracer,ana,lucio,dva,winston
10899,pharah,tracer,lucio,mercy,dva,winston
10900,widowmaker,pharah,tracer,mercy,dva,winston
10901,genji,ana,lucio,reinhardt,roadhog,zarya
10902,pharah,tracer,lucio,mercy,dva,winston
10903,mccree,ana,lucio,dva,reinhardt,roadhog
10904,soldier76,tracer,lucio,zenyatta,dva,winston
10905,pharah,ana,lucio,dva,reinhardt,zarya
10906,mccree,tracer,lucio,zenyatta,dva,reinhardt
10907,mccree,tracer,ana,lucio,reinhardt,zarya
10908,soldier76,tracer,ana,lucio,dva,reinhardt
10909,genji,tracer,ana,lucio,reinhardt,zarya
10910,hanzo,genji,soldier76,tracer,lucio,zenyatta
10911,genji,soldier76,tracer,lucio,zenyatta,winston
10912,junkrat,sombra,tracer,lucio,dva,winston
10913,mccree,ana,lucio,dva,reinhardt,zarya
10914,genji,tracer,lucio,zenyatta,dva,winston
10915,pharah,sombra,tracer,lucio,dva,winston
10916,genji,ana,lucio,dva,reinhardt,roadhog
10917,soldier76,sombra,ana,lucio,dva,winston
10918,soldier76,tracer,lucio,mercy,dva,winston
10919,reaper,tracer,ana,lucio,dva,reinhardt
10920,genji,soldier76,ana,lucio,dva,winston
10921,genji,soldier76,tracer,lucio,zenyatta,winston
10922,sombra,ana,lucio,reinhardt,roadhog,zarya
10923,torbjorn,sombra,tracer,ana,dva,reinhardt
10924,torbjorn,soldier76,tracer,ana,dva,winston
10925,torbjorn,soldier76,ana,dva,reinhardt,zarya
10926,genji,tracer,mercy,moira,dva,winston
10927,mei,tracer,ana,lucio,dva,winston
10928,mccree,soldier76,mercy,zenyatta,dva,reinhardt
10929,soldier76,ana,lucio,dva,reinhardt,roadhog
10930,soldier76,tracer,ana,lucio,winston,zarya
10931,mccree,tracer,ana,mercy,dva,winston
10932,genji,pharah,tracer,mercy,zenyatta,winston
10933,genji,tracer,lucio,zenyatta,dva,winston
10934,genji,sombra,tracer,lucio,dva,winston
10935,mccree,reaper,ana,lucio,reinhardt,zarya
10936,soldier76,ana,lucio,dva,reinhardt,winston
10937,genji,soldier76,ana,lucio,reinhardt,zarya
10938,genji,soldier76,ana,lucio,reinhardt,zarya
10939,pharah,ana,lucio,reinhardt,roadhog,zarya
10940,doomfist,mccree,lucio,zenyatta,roadhog,winston
10941,hanzo,junkrat,mccree,pharah,roadhog,winston
10942,genji,tracer,lucio,zenyatta,dva,winston
10943,soldier76,tracer,lucio,zenyatta,dva,winston
10944,mccree,soldier76,lucio,dva,reinhardt,roadhog
10945,widowmaker,genji,soldier76,lucio,zenyatta,winston
10946,genji,soldier76,lucio,zenyatta,dva,reinhardt
10947,sombra,tracer,ana,lucio,dva,winston
10948,genji,tracer,ana,zenyatta,dva,winston
10949,genji,tracer,mercy,zenyatta,dva,winston
10950,mccree,soldier76,lucio,zenyatta,winston,zarya
10951,mei,sombra,tracer,ana,lucio,reinhardt
10952,soldier76,tracer,ana,lucio,reinhardt,winston
10953,pharah,tracer,lucio,zenyatta,dva,winston
10954,widowmaker,tracer,lucio,zenyatta,dva,winston
10955,junkrat,widowmaker,mercy,zenyatta,orisa,roadhog
10956,mccree,soldier76,ana,lucio,dva,reinhardt
10957,pharah,tracer,lucio,mercy,dva,winston
10958,genji,tracer,ana,lucio,dva,winston
10959,genji,soldier76,tracer,lucio,zenyatta,winston
10960,genji,tracer,ana,zenyatta,reinhardt,zarya
10961,mccree,reaper,ana,lucio,winston,zarya
10962,genji,sombra,tracer,ana,dva,winston
10963,soldier76,tracer,ana,lucio,dva,winston
10964,widowmaker,genji,mercy,zenyatta,dva,winston
10965,genji,tracer,lucio,zenyatta,dva,winston
10966,genji,tracer,ana,lucio,dva,winston
10967,soldier76,tracer,lucio,zenyatta,dva,winston
10968,bastion,pharah,ana,mercy,dva,reinhardt
10969,genji,soldier76,mercy,zenyatta,dva,winston
10970,mccree,soldier76,tracer,mercy,zenyatta,winston
10971,soldier76,tracer,lucio,zenyatta,dva,reinhardt
10972,soldier76,tracer,lucio,zenyatta,dva,winston
10973,reaper,tracer,ana,lucio,dva,winston
10974,genji,tracer,mercy,zenyatta,dva,winston
10975,genji,soldier76,tracer,lucio,dva,winston
10976,bastion,pharah,reaper,mercy,orisa,roadhog
10977,mei,reaper,ana,lucio,reinhardt,winston
10978,hanzo,genji,lucio,zenyatta,dva,winston
10979,mei,sombra,tracer,lucio,dva,winston
10980,widowmaker,tracer,mercy,zenyatta,dva,orisa
10981,mei,soldier76,tracer,ana,lucio,dva
10982,genji,sombra,tracer,lucio,dva,winston
10983,soldier76,ana,lucio,dva,roadhog,winston
10984,genji,tracer,lucio,zenyatta,roadhog,winston
10985,doomfist,mccree,ana,lucio,dva,winston
10986,junkrat,mccree,mercy,zenyatta,roadhog,winston
10987,soldier76,tracer,lucio,zenyatta,dva,winston
10988,genji,mccree,lucio,zenyatta,winston,zarya
10989,reaper,tracer,ana,lucio,reinhardt,zarya
10990,genji,pharah,tracer,lucio,mercy,winston
10991,soldier76,ana,zenyatta,reinhardt,roadhog,zarya
10992,mei,reaper,sombra,lucio,dva,winston
10993,mccree,sombra,ana,lucio,dva,reinhardt
10994,soldier76,tracer,ana,lucio,reinhardt,zarya
10995,genji,tracer,lucio,zenyatta,dva,winston
10996,widowmaker,genji,tracer,ana,lucio,winston
10997,genji,tracer,lucio,zenyatta,dva,winston
10998,soldier76,tracer,lucio,zenyatta,dva,winston
10999,genji,tracer,lucio,mercy,dva,winston
11000,widowmaker,genji,mercy,zenyatta,dva,winston
11001,genji,pharah,tracer,lucio,mercy,winston
11002,mei,pharah,tracer,ana,mercy,reinhardt
11003,mei,reaper,ana,lucio,reinhardt,zarya
11004,genji,tracer,lucio,mercy,dva,winston
11005,junkrat,widowmaker,mercy,zenyatta,roadhog,winston
11006,soldier76,tracer,ana,lucio,dva,winston
11007,soldier76,ana,lucio,dva,reinhardt,roadhog
11008,genji,reaper,ana,lucio,dva,winston
11009,junkrat,mei,tracer,lucio,dva,winston
11010,mccree,reaper,ana,lucio,dva,zarya
11011,soldier76,ana,lucio,dva,reinhardt,roadhog
11012,genji,tracer,ana,lucio,dva,reinhardt
11013,mei,ana,lucio,reinhardt,roadhog,zarya
11014,genji,soldier76,ana,lucio,dva,winston
11015,genji,mccree,ana,lucio,dva,reinhardt
11016,soldier76,ana,lucio,dva,reinhardt,zarya
11017,genji,tracer,ana,lucio,dva,winston
11018,soldier76,ana,lucio,dva,reinhardt,roadhog
11019,soldier76,ana,lucio,dva,reinhardt,zarya
11020,doomfist,pharah,ana,lucio,dva,winston
11021,pharah,soldier76,ana,lucio,reinhardt,zarya
11022,soldier76,sombra,tracer,lucio,dva,winston
11023,genji,tracer,lucio,zenyatta,dva,reinhardt
11024,mccree,tracer,mercy,zenyatta,dva,winston
11025,genji,mccree,ana,lucio,dva,winston
11026,genji,soldier76,ana,lucio,dva,reinhardt
11027,soldier76,ana,lucio,reinhardt,roadhog,zarya
11028,mccree,tracer,mercy,zenyatta,dva,winston
11029,reaper,tracer,ana,dva,reinhardt,zarya
11030,genji,tracer,ana,lucio,dva,winston
11031,genji,soldier76,tracer,lucio,zenyatta,winston
11032,widowmaker,genji,sombra,zenyatta,dva,winston
