,Map,Hero_1,Hero_2,Hero_3,Hero_4,Hero_5,Hero_6
12574,Route 66_Defense,soldier76,ana,lucio,reinhardt,roadhog,zarya
12575,King's Row_Defense,soldier76,ana,lucio,reinhardt,roadhog,zarya
12576,Horizon Lunar Colony_Defense,soldier76,sombra,tracer,lucio,dva,winston
12577,Temple of Anubis_Attack,soldier76,ana,lucio,dva,winston,zarya
12578,Temple of Anubis_Attack,doomfist,reaper,soldier76,lucio,dva,winston
12579,Oasis_University,mccree,tracer,mercy,zenyatta,dva,roadhog
12580,Dorado_Attack,mccree,reaper,lucio,zenyatta,winston,zarya
12581,Route 66_Defense,soldier76,sombra,tracer,lucio,dva,winston
12582,Nepal_Village,genji,pharah,tracer,lucio,zenyatta,winston
12583,Lijiang Tower_Control Center,genji,soldier76,tracer,lucio,zenyatta,winston
12584,Watchpoint: Gibraltar_Attack,pharah,soldier76,ana,lucio,dva,reinhardt
12585,King's Row_Defense,junkrat,torbjorn,mercy,zenyatta,dva,orisa
12586,Numbani_Defense,genji,tracer,ana,lucio,dva,winston
12587,King's Row_Defense,genji,soldier76,tracer,lucio,zenyatta,winston
12588,Temple of Anubis_Defense,genji,sombra,tracer,lucio,dva,winston
12589,Junkertown_Attack,genji,tracer,mercy,zenyatta,dva,winston
12590,Oasis_University,mccree,lucio,moira,reinhardt,roadhog,zarya
12591,Nepal_Village,soldier76,tracer,lucio,zenyatta,dva,winston
12592,Lijiang Tower_Garden,genji,tracer,lucio,zenyatta,winston,zarya
12593,Temple of Anubis_Defense,soldier76,ana,lucio,dva,reinhardt,winston
12594,Lijiang Tower_Control Center,genji,tracer,lucio,zenyatta,winston,zarya
12595,Numbani_Attack,hanzo,pharah,soldier76,zenyatta,dva,winston
12596,Route 66_Attack,genji,tracer,lucio,zenyatta,dva,winston
12597,Lijiang Tower_Control Center,pharah,ana,lucio,reinhardt,roadhog,zarya
12598,Route 66_Attack,genji,tracer,ana,lucio,dva,reinhardt
12599,Dorado_Defense,hanzo,mei,ana,reinhardt,roadhog,zarya
12600,Dorado_Attack,genji,mccree,lucio,zenyatta,reinhardt,zarya
12601,Dorado_Attack,doomfist,genji,soldier76,lucio,dva,winston
12602,Hollywood_Defense,soldier76,ana,lucio,dva,reinhardt,roadhog
12603,Nepal_Shrine,doomfist,tracer,ana,lucio,dva,winston
12604,Hollywood_Attack,genji,tracer,lucio,zenyatta,winston,zarya
12605,Temple of Anubis_Attack,reaper,sombra,lucio,zenyatta,dva,winston
12606,Volskaya Industries_Defense,genji,tracer,ana,lucio,dva,winston
12607,Horizon Lunar Colony_Defense,sombra,tracer,ana,lucio,dva,winston
12608,Hanamura_Attack,genji,soldier76,ana,lucio,dva,winston
12609,King's Row_Defense,mccree,ana,lucio,reinhardt,roadhog,zarya
12610,King's Row_Attack,genji,mccree,lucio,zenyatta,winston,zarya
12611,Nepal_Village,pharah,tracer,lucio,mercy,dva,winston
12612,Nepal_Shrine,soldier76,ana,lucio,dva,reinhardt,roadhog
12613,Numbani_Defense,mccree,mccree,ana,lucio,dva,reinhardt
12614,Temple of Anubis_Attack,widowmaker,pharah,mercy,zenyatta,dva,roadhog
12615,Temple of Anubis_Attack,soldier76,ana,lucio,reinhardt,roadhog,zarya
12616,Eichenwalde_Attack,mei,soldier76,ana,lucio,reinhardt,zarya
12617,Nepal_Village,junkrat,tracer,ana,lucio,reinhardt,zarya
12618,Junkertown_Defense,widowmaker,tracer,mercy,zenyatta,dva,winston
12619,Temple of Anubis_Defense,bastion,mei,genji,ana,winston,zarya
12620,Hollywood_Attack,genji,soldier76,ana,lucio,dva,reinhardt
12621,Volskaya Industries_Attack,genji,soldier76,ana,lucio,roadhog,winston
12622,Hollywood_Attack,lucio,zenyatta,dva,reinhardt,roadhog,zarya
12623,Temple of Anubis_Defense,mei,soldier76,tracer,lucio,dva,winston
12624,Nepal_Village,genji,tracer,lucio,zenyatta,dva,winston
12625,Lijiang Tower_Control Center,genji,tracer,ana,lucio,roadhog,winston
12626,Nepal_Sanctum,junkrat,soldier76,mercy,zenyatta,orisa,roadhog
12627,Horizon Lunar Colony_Attack,genji,tracer,lucio,zenyatta,dva,winston
12628,Eichenwalde_Attack,genji,tracer,ana,lucio,dva,winston
12629,Hanamura_Defense,mei,tracer,ana,lucio,dva,winston
12630,Route 66_Defense,reaper,sombra,tracer,lucio,dva,winston
12631,Route 66_Attack,genji,tracer,ana,lucio,dva,winston
12632,King's Row_Attack,soldier76,tracer,lucio,zenyatta,winston,zarya
12633,Temple of Anubis_Defense,junkrat,torbjorn,soldier76,mercy,dva,winston
12634,Hanamura_Attack,genji,pharah,tracer,ana,mercy,winston
12635,Route 66_Defense,mei,sombra,tracer,ana,lucio,dva
12636,Route 66_Attack,genji,tracer,lucio,zenyatta,dva,winston
12637,Junkertown_Attack,junkrat,widowmaker,mercy,zenyatta,dva,orisa
12638,Numbani_Defense,soldier76,tracer,ana,dva,reinhardt,winston
12639,Lijiang Tower_Control Center,tracer,ana,lucio,reinhardt,winston,zarya
12640,King's Row_Defense,genji,tracer,ana,lucio,dva,winston
12641,Nepal_Village,genji,tracer,ana,lucio,dva,winston
12642,Numbani_Defense,torbjorn,genji,soldier76,ana,dva,winston
12643,King's Row_Defense,mei,reaper,ana,lucio,reinhardt,zarya
12644,Temple of Anubis_Defense,reaper,tracer,ana,lucio,reinhardt,winston
12645,Temple of Anubis_Defense,mei,tracer,ana,lucio,dva,winston
12646,King's Row_Attack,hanzo,tracer,lucio,zenyatta,dva,winston
12647,Numbani_Attack,soldier76,ana,mercy,dva,winston,zarya
12648,Hollywood_Attack,ana,lucio,dva,roadhog,winston,zarya
12649,Hanamura_Attack,mccree,tracer,lucio,zenyatta,dva,winston
12650,Temple of Anubis_Attack,genji,tracer,ana,lucio,dva,winston
12651,Temple of Anubis_Attack,widowmaker,sombra,tracer,lucio,dva,zarya
12652,Lijiang Tower_Garden,pharah,soldier76,lucio,mercy,dva,winston
12653,Hanamura_Attack,widowmaker,genji,tracer,lucio,zenyatta,winston
12654,Route 66_Defense,hanzo,genji,tracer,zenyatta,dva,winston
12655,Hollywood_Defense,torbjorn,ana,symmetra,reinhardt,roadhog,zarya
12656,Eichenwalde_Attack,mccree,mercy,zenyatta,dva,winston,zarya
12657,Numbani_Defense,soldier76,tracer,ana,lucio,dva,winston
12658,Watchpoint: Gibraltar_Attack,soldier76,tracer,lucio,zenyatta,dva,winston
12659,Hanamura_Defense,mei,mccree,ana,symmetra,reinhardt,roadhog
12660,Oasis_Gardens,genji,soldier76,lucio,zenyatta,dva,winston
12661,Dorado_Defense,soldier76,tracer,lucio,zenyatta,dva,winston
12662,Route 66_Defense,mei,tracer,ana,zenyatta,reinhardt,zarya
12663,King's Row_Attack,genji,mccree,lucio,zenyatta,reinhardt,zarya
12664,Hanamura_Defense,genji,soldier76,ana,lucio,dva,winston
12665,Watchpoint: Gibraltar_Defense,mccree,tracer,ana,lucio,reinhardt,winston
12666,Nepal_Shrine,genji,tracer,lucio,zenyatta,dva,winston
12667,Route 66_Defense,soldier76,ana,lucio,dva,reinhardt,zarya
12668,Lijiang Tower_Night Market,junkrat,tracer,ana,lucio,reinhardt,zarya
12669,Nepal_Sanctum,pharah,ana,lucio,reinhardt,roadhog,zarya
12670,Eichenwalde_Attack,junkrat,mccree,mercy,zenyatta,dva,orisa
12671,Hanamura_Attack,soldier76,tracer,lucio,zenyatta,dva,winston
12672,Watchpoint: Gibraltar_Attack,genji,soldier76,tracer,lucio,zenyatta,winston
12673,Horizon Lunar Colony_Attack,soldier76,tracer,lucio,zenyatta,dva,winston
12674,Eichenwalde_Defense,junkrat,tracer,lucio,zenyatta,dva,winston
12675,Temple of Anubis_Attack,widowmaker,tracer,lucio,zenyatta,dva,winston
12676,Hanamura_Attack,genji,tracer,lucio,zenyatta,dva,winston
12677,Hollywood_Defense,soldier76,tracer,ana,lucio,reinhardt,zarya
12678,Nepal_Village,genji,tracer,lucio,zenyatta,dva,winston
12679,Watchpoint: Gibraltar_Attack,tracer,ana,lucio,reinhardt,roadhog,zarya
12680,Hollywood_Defense,genji,soldier76,ana,lucio,reinhardt,winston
12681,King's Row_Defense,genji,mccree,ana,lucio,reinhardt,zarya
12682,Horizon Lunar Colony_Attack,soldier76,tracer,mercy,zenyatta,dva,winston
12683,Hanamura_Defense,doomfist,soldier76,tracer,ana,dva,winston
12684,Hanamura_Defense,mei,doomfist,tracer,ana,dva,winston
12685,Hanamura_Attack,mei,genji,ana,lucio,reinhardt,roadhog
12686,Numbani_Defense,genji,tracer,lucio,dva,winston,zarya
12687,Nepal_Sanctum,soldier76,tracer,lucio,zenyatta,reinhardt,roadhog
12688,Route 66_Attack,genji,tracer,ana,lucio,dva,winston
12689,Temple of Anubis_Attack,widowmaker,genji,tracer,lucio,zenyatta,winston
12690,Oasis_City Center,soldier76,tracer,ana,lucio,dva,winston
12691,Numbani_Attack,hanzo,pharah,ana,lucio,reinhardt,zarya
12692,Eichenwalde_Attack,genji,tracer,lucio,zenyatta,dva,reinhardt
12693,King's Row_Defense,soldier76,tracer,lucio,zenyatta,dva,winston
12694,Dorado_Defense,mccree,reaper,lucio,zenyatta,reinhardt,zarya
12695,Eichenwalde_Attack,genji,reaper,ana,lucio,reinhardt,zarya
12696,Eichenwalde_Attack,genji,tracer,ana,lucio,dva,winston
12697,Lijiang Tower_Night Market,soldier76,ana,lucio,dva,reinhardt,roadhog
12698,Temple of Anubis_Attack,genji,tracer,ana,lucio,reinhardt,zarya
12699,Dorado_Attack,genji,tracer,ana,lucio,dva,reinhardt
12700,Temple of Anubis_Defense,genji,tracer,mercy,zenyatta,dva,winston
12701,Hanamura_Defense,tracer,ana,lucio,dva,roadhog,winston
12702,Route 66_Attack,widowmaker,genji,lucio,zenyatta,roadhog,winston
12703,Lijiang Tower_Night Market,genji,tracer,lucio,zenyatta,dva,winston
12704,Temple of Anubis_Attack,pharah,lucio,mercy,reinhardt,roadhog,zarya
12705,King's Row_Attack,soldier76,tracer,lucio,mercy,dva,winston
12706,King's Row_Defense,mccree,ana,lucio,dva,reinhardt,zarya
12707,Temple of Anubis_Defense,soldier76,ana,lucio,dva,reinhardt,winston
12708,Dorado_Defense,mccree,ana,lucio,dva,reinhardt,zarya
12709,Lijiang Tower_Garden,pharah,tracer,lucio,mercy,dva,winston
12710,Temple of Anubis_Attack,hanzo,genji,lucio,zenyatta,dva,winston
12711,Eichenwalde_Attack,genji,tracer,ana,lucio,reinhardt,zarya
12712,Nepal_Sanctum,soldier76,tracer,ana,lucio,reinhardt,roadhog
12713,Volskaya Industries_Attack,mccree,soldier76,lucio,zenyatta,dva,winston
12714,Hanamura_Defense,genji,tracer,ana,mercy,dva,winston
12715,Numbani_Defense,soldier76,tracer,ana,lucio,dva,winston
12716,Nepal_Sanctum,soldier76,tracer,lucio,zenyatta,dva,winston
12717,Route 66_Attack,widowmaker,tracer,lucio,zenyatta,dva,winston
12718,Temple of Anubis_Attack,genji,tracer,lucio,mercy,dva,winston
12719,Temple of Anubis_Defense,mei,ana,lucio,reinhardt,roadhog,winston
12720,Watchpoint: Gibraltar_Attack,soldier76,tracer,ana,lucio,roadhog,winston
12721,Nepal_Sanctum,ana,lucio,dva,reinhardt,roadhog,zarya
12722,Temple of Anubis_Defense,pharah,reaper,sombra,lucio,dva,winston
12723,Nepal_Shrine,mccree,reaper,tracer,lucio,zenyatta,winston
12724,Numbani_Attack,tracer,ana,lucio,dva,winston,zarya
12725,Dorado_Defense,soldier76,ana,ana,lucio,lucio,reinhardt
12726,Horizon Lunar Colony_Defense,genji,tracer,ana,lucio,dva,winston
12727,King's Row_Attack,genji,ana,lucio,reinhardt,roadhog,zarya
12728,Lijiang Tower_Garden,genji,tracer,mercy,zenyatta,dva,winston
12729,Hollywood_Attack,mccree,reaper,ana,lucio,reinhardt,zarya
12730,King's Row_Attack,pharah,tracer,mercy,zenyatta,reinhardt,zarya
12731,Temple of Anubis_Attack,widowmaker,genji,ana,lucio,roadhog,winston
12732,Temple of Anubis_Defense,mei,pharah,tracer,lucio,dva,reinhardt
12733,Ilios_Well,genji,tracer,ana,lucio,winston,zarya
12734,King's Row_Attack,hanzo,widowmaker,lucio,zenyatta,dva,winston
12735,Temple of Anubis_Attack,soldier76,sombra,tracer,lucio,dva,reinhardt
12736,Junkertown_Defense,junkrat,widowmaker,mercy,zenyatta,dva,roadhog
12737,Ilios_Well,doomfist,mccree,lucio,zenyatta,dva,winston
12738,Eichenwalde_Defense,mccree,reaper,ana,lucio,reinhardt,zarya
12739,Temple of Anubis_Attack,pharah,tracer,lucio,zenyatta,dva,winston
12740,Junkertown_Attack,widowmaker,reaper,mercy,zenyatta,dva,winston
12741,Ilios_Ruins,widowmaker,sombra,tracer,lucio,dva,winston
12742,Junkertown_Defense,widowmaker,mercy,zenyatta,dva,orisa,roadhog
12743,King's Row_Defense,genji,tracer,ana,lucio,dva,winston
12744,King's Row_Attack,mccree,ana,lucio,dva,reinhardt,roadhog
12745,Eichenwalde_Defense,reaper,tracer,ana,lucio,reinhardt,zarya
12746,Eichenwalde_Attack,pharah,tracer,mercy,zenyatta,dva,winston
12747,Route 66_Attack,hanzo,genji,tracer,zenyatta,dva,winston
12748,Nepal_Shrine,reaper,tracer,ana,lucio,reinhardt,zarya
12749,Hollywood_Attack,hanzo,tracer,zenyatta,orisa,roadhog,winston
12750,King's Row_Attack,genji,mccree,ana,lucio,reinhardt,zarya
12751,Hanamura_Attack,soldier76,tracer,lucio,zenyatta,dva,winston
12752,Ilios_Well,genji,pharah,tracer,ana,lucio,dva
12753,King's Row_Defense,soldier76,tracer,mercy,zenyatta,dva,winston
12754,Dorado_Defense,tracer,lucio,zenyatta,dva,reinhardt,roadhog
12755,Temple of Anubis_Attack,doomfist,reaper,sombra,lucio,dva,winston
12756,Dorado_Attack,genji,tracer,lucio,zenyatta,dva,winston
12757,King's Row_Defense,mei,soldier76,ana,lucio,reinhardt,roadhog
12758,Numbani_Defense,genji,soldier76,lucio,zenyatta,dva,winston
12759,King's Row_Attack,hanzo,ana,mercy,reinhardt,roadhog,zarya
12760,Numbani_Defense,soldier76,tracer,lucio,zenyatta,dva,winston
12761,Ilios_Ruins,doomfist,tracer,lucio,zenyatta,dva,winston
12762,Temple of Anubis_Attack,tracer,ana,lucio,dva,reinhardt,roadhog
12763,Route 66_Attack,genji,pharah,lucio,mercy,dva,winston
12764,Lijiang Tower_Night Market,genji,tracer,ana,lucio,dva,winston
12765,Dorado_Attack,genji,tracer,ana,lucio,dva,reinhardt
12766,Junkertown_Defense,junkrat,widowmaker,mercy,dva,orisa,roadhog
12767,King's Row_Attack,hanzo,reaper,ana,lucio,reinhardt,zarya
12768,Horizon Lunar Colony_Defense,doomfist,soldier76,ana,lucio,dva,winston
12769,Nepal_Shrine,genji,soldier76,tracer,lucio,zenyatta,winston
12770,Lijiang Tower_Control Center,soldier76,ana,lucio,reinhardt,roadhog,zarya
12771,Temple of Anubis_Attack,genji,tracer,mercy,zenyatta,dva,winston
12772,King's Row_Attack,mccree,reaper,lucio,zenyatta,dva,winston
12773,Watchpoint: Gibraltar_Attack,sombra,tracer,lucio,zenyatta,dva,winston
12774,Numbani_Attack,pharah,soldier76,tracer,ana,winston,zarya
12775,Numbani_Defense,soldier76,tracer,ana,lucio,dva,reinhardt
12776,Oasis_City Center,genji,pharah,tracer,ana,lucio,winston
12777,Lijiang Tower_Control Center,soldier76,tracer,ana,lucio,dva,reinhardt
12778,Oasis_University,soldier76,tracer,ana,lucio,dva,winston
12779,Route 66_Defense,genji,tracer,lucio,zenyatta,dva,winston
12780,Ilios_Lighthouse,pharah,tracer,ana,lucio,dva,winston
12781,Ilios_Well,soldier76,tracer,lucio,zenyatta,dva,winston
12782,Route 66_Defense,soldier76,sombra,tracer,mercy,dva,winston
12783,Dorado_Attack,genji,mccree,lucio,zenyatta,winston,zarya
12784,Numbani_Defense,soldier76,ana,lucio,dva,roadhog,winston
12785,Temple of Anubis_Attack,genji,ana,lucio,dva,roadhog,winston
12786,Horizon Lunar Colony_Attack,pharah,lucio,mercy,dva,reinhardt,zarya
12787,Route 66_Attack,tracer,lucio,mercy,dva,roadhog,winston
12788,Volskaya Industries_Defense,mei,genji,ana,lucio,dva,winston
12789,Ilios_Ruins,widowmaker,tracer,mercy,zenyatta,dva,winston
12790,Route 66_Attack,hanzo,reaper,sombra,lucio,dva,winston
12791,Ilios_Well,pharah,tracer,mercy,moira,dva,winston
12792,Route 66_Attack,soldier76,tracer,lucio,zenyatta,dva,reinhardt
12793,Dorado_Defense,mei,tracer,ana,lucio,reinhardt,zarya
12794,Junkertown_Attack,bastion,reaper,soldier76,mercy,dva,roadhog
12795,Horizon Lunar Colony_Attack,widowmaker,tracer,ana,lucio,dva,winston
12796,Numbani_Defense,soldier76,tracer,lucio,zenyatta,dva,winston
12797,Oasis_University,mccree,ana,lucio,dva,reinhardt,zarya
12798,Ilios_Well,genji,ana,lucio,reinhardt,roadhog,zarya
12799,Oasis_University,sombra,tracer,lucio,dva,reinhardt,roadhog
12800,Ilios_Lighthouse,genji,tracer,ana,lucio,dva,winston
12801,Route 66_Defense,genji,tracer,ana,lucio,reinhardt,zarya
12802,King's Row_Attack,soldier76,tracer,ana,lucio,dva,winston
12803,Dorado_Attack,mei,mccree,ana,lucio,dva,reinhardt
12804,Numbani_Defense,mccree,reaper,ana,lucio,reinhardt,zarya
12805,King's Row_Defense,soldier76,ana,lucio,dva,reinhardt,roadhog
12806,Temple of Anubis_Defense,soldier76,tracer,ana,lucio,dva,winston
12807,King's Row_Attack,genji,tracer,lucio,zenyatta,dva,winston
12808,Hollywood_Defense,tracer,ana,lucio,dva,reinhardt,zarya
12809,Hollywood_Defense,soldier76,ana,lucio,dva,reinhardt,zarya
12810,King's Row_Defense,genji,tracer,lucio,zenyatta,dva,winston
12811,Numbani_Attack,genji,tracer,lucio,zenyatta,dva,winston
12812,Numbani_Attack,genji,mccree,ana,lucio,dva,reinhardt
12813,Hanamura_Attack,hanzo,widowmaker,tracer,mercy,zenyatta,dva
12814,Numbani_Defense,soldier76,tracer,lucio,zenyatta,dva,winston
12815,Temple of Anubis_Attack,mei,reaper,tracer,ana,lucio,reinhardt
12816,Eichenwalde_Defense,soldier76,ana,lucio,dva,reinhardt,roadhog
12817,Temple of Anubis_Attack,genji,pharah,tracer,ana,lucio,winston
12818,Eichenwalde_Attack,junkrat,tracer,lucio,zenyatta,dva,winston
12819,Temple of Anubis_Defense,tracer,lucio,zenyatta,dva,winston,zarya
12820,King's Row_Defense,soldier76,ana,lucio,reinhardt,roadhog,zarya
12821,Volskaya Industries_Defense,ana,lucio,dva,reinhardt,roadhog,zarya
12822,Hollywood_Attack,widowmaker,ana,zenyatta,dva,roadhog,winston
12823,Hanamura_Defense,mccree,reaper,lucio,zenyatta,dva,winston
12824,Route 66_Defense,soldier76,tracer,ana,lucio,dva,winston
12825,Hollywood_Attack,soldier76,tracer,lucio,zenyatta,dva,reinhardt
12826,Route 66_Attack,genji,soldier76,ana,lucio,reinhardt,roadhog
12827,King's Row_Attack,tracer,ana,lucio,dva,reinhardt,zarya
12828,Numbani_Attack,genji,soldier76,ana,lucio,dva,winston
12829,Temple of Anubis_Defense,genji,sombra,ana,lucio,dva,winston
12830,Nepal_Village,soldier76,tracer,lucio,zenyatta,winston,zarya
12831,Temple of Anubis_Attack,genji,tracer,ana,lucio,dva,winston
12832,Eichenwalde_Attack,genji,sombra,tracer,lucio,dva,winston
12833,Volskaya Industries_Defense,mei,tracer,lucio,dva,reinhardt,roadhog
12834,Oasis_Gardens,pharah,tracer,ana,lucio,dva,winston
12835,Lijiang Tower_Night Market,pharah,tracer,mercy,zenyatta,dva,orisa
12836,Hollywood_Attack,genji,soldier76,tracer,lucio,zenyatta,winston
12837,Hollywood_Attack,pharah,soldier76,lucio,zenyatta,dva,winston
12838,King's Row_Attack,soldier76,tracer,ana,lucio,dva,reinhardt
12839,Dorado_Attack,pharah,soldier76,tracer,lucio,mercy,winston
12840,Horizon Lunar Colony_Attack,hanzo,reaper,ana,lucio,reinhardt,zarya
12841,Volskaya Industries_Attack,reaper,sombra,tracer,lucio,dva,winston
12842,Temple of Anubis_Attack,genji,sombra,tracer,lucio,roadhog,winston
12843,Hollywood_Attack,genji,pharah,lucio,mercy,roadhog,winston
12844,Watchpoint: Gibraltar_Attack,mccree,lucio,zenyatta,reinhardt,roadhog,zarya
12845,Temple of Anubis_Attack,doomfist,reaper,tracer,lucio,dva,winston
12846,Nepal_Village,soldier76,ana,lucio,dva,reinhardt,roadhog
12847,Hollywood_Attack,soldier76,ana,lucio,dva,reinhardt,roadhog
12848,Hollywood_Attack,reaper,sombra,tracer,lucio,dva,reinhardt
12849,Route 66_Defense,soldier76,tracer,ana,lucio,dva,winston
12850,Route 66_Attack,soldier76,tracer,lucio,zenyatta,dva,winston
12851,Numbani_Defense,genji,tracer,mercy,zenyatta,dva,winston
12852,Numbani_Defense,genji,tracer,lucio,zenyatta,dva,winston
12853,Watchpoint: Gibraltar_Attack,reaper,soldier76,ana,lucio,reinhardt,zarya
12854,Dorado_Defense,soldier76,tracer,lucio,zenyatta,dva,winston
12855,Temple of Anubis_Attack,genji,tracer,ana,lucio,winston,zarya
12856,Temple of Anubis_Defense,tracer,ana,lucio,dva,reinhardt,roadhog
12857,Lijiang Tower_Control Center,mccree,soldier76,ana,lucio,reinhardt,zarya
12858,Temple of Anubis_Defense,mei,genji,tracer,lucio,dva,winston
12859,Hollywood_Attack,genji,pharah,lucio,zenyatta,winston,zarya
12860,Junkertown_Attack,mei,widowmaker,tracer,mercy,dva,orisa
12861,Ilios_Lighthouse,genji,tracer,ana,lucio,winston,zarya
12862,Hanamura_Attack,widowmaker,tracer,mercy,zenyatta,dva,roadhog
12863,Dorado_Defense,soldier76,ana,lucio,reinhardt,roadhog,zarya
12864,Ilios_Lighthouse,soldier76,ana,lucio,dva,reinhardt,zarya
12865,Oasis_University,mccree,tracer,mercy,zenyatta,dva,winston
12866,King's Row_Defense,mccree,ana,lucio,dva,reinhardt,zarya
12867,Lijiang Tower_Night Market,genji,soldier76,tracer,lucio,zenyatta,winston
12868,Numbani_Attack,pharah,soldier76,tracer,lucio,dva,winston
12869,Dorado_Defense,genji,mccree,lucio,zenyatta,reinhardt,zarya
12870,Watchpoint: Gibraltar_Defense,soldier76,tracer,ana,lucio,dva,reinhardt
12871,King's Row_Defense,mei,sombra,tracer,ana,dva,winston
12872,Dorado_Defense,pharah,tracer,ana,lucio,reinhardt,zarya
12873,Temple of Anubis_Attack,genji,soldier76,tracer,lucio,zenyatta,winston
12874,Hanamura_Attack,doomfist,soldier76,lucio,zenyatta,dva,winston
12875,King's Row_Attack,junkrat,reaper,ana,lucio,reinhardt,zarya
12876,Route 66_Attack,soldier76,tracer,lucio,zenyatta,dva,winston
12877,Lijiang Tower_Night Market,genji,sombra,tracer,lucio,winston,zarya
12878,Temple of Anubis_Attack,genji,tracer,ana,lucio,dva,winston
12879,King's Row_Defense,junkrat,mccree,reaper,lucio,zenyatta,reinhardt
12880,King's Row_Attack,mccree,ana,lucio,reinhardt,roadhog,zarya
12881,Oasis_City Center,mccree,tracer,ana,lucio,dva,winston
12882,Nepal_Village,genji,soldier76,tracer,lucio,zenyatta,winston
12883,Nepal_Sanctum,tracer,mercy,zenyatta,dva,winston,zarya
12884,Lijiang Tower_Garden,soldier76,tracer,lucio,zenyatta,dva,winston
12885,Oasis_Gardens,soldier76,tracer,lucio,zenyatta,dva,winston
12886,Hanamura_Defense,mei,genji,soldier76,lucio,dva,winston
12887,Nepal_Shrine,mccree,tracer,ana,lucio,reinhardt,zarya
12888,Hanamura_Attack,genji,soldier76,ana,lucio,dva,reinhardt
12889,Eichenwalde_Attack,doomfist,tracer,ana,lucio,dva,winston
